     0.00000000  0.240629306063E-04
     0.06835938  0.237111344177E-04
     0.13671875  0.246516865445E-04
     0.20507812  0.242993355641E-04
     0.27343750  0.252693243965E-04
     0.34179688  0.249001404882E-04
     0.41015625  0.258682302956E-04
     0.47851562  0.254722472164E-04
     0.54687500  0.264497393800E-04
     0.61523438  0.260249962594E-04
     0.68359375  0.270239488600E-04
     0.75195312  0.265827075054E-04
     0.82031250  0.275860402326E-04
     0.88867188  0.271189837804E-04
     0.95703125  0.281497541437E-04
     1.02539062  0.276865775959E-04
     1.09375000  0.287578604912E-04
     1.16210938  0.282850633084E-04
     1.23046875  0.293777920888E-04
     1.29882812  0.288819956040E-04
     1.36718750  0.299900366372E-04
     1.43554688  0.294745786960E-04
     1.50390625  0.306061592710E-04
     1.57226562  0.300646534015E-04
     1.64062500  0.312066476909E-04
     1.70898438  0.306373876811E-04
     1.77734375  0.317991980410E-04
     1.84570312  0.312080665026E-04
     1.91406250  0.323992790072E-04
     1.98242188  0.317829362757E-04
     2.05078125  0.330030561599E-04
     2.11914062  0.323856947944E-04
     2.18750000  0.336410266755E-04
     2.25585938  0.329995127686E-04
     2.32421875  0.342878302035E-04
     2.39257812  0.336319644703E-04
     2.46093750  0.349458023265E-04
     2.52929688  0.342332459695E-04
     2.59765625  0.355503725586E-04
     2.66601562  0.348123066942E-04
     2.73437500  0.361676684406E-04
     2.80273438  0.354118383257E-04
     2.87109375  0.367993416148E-04
     2.93945312  0.360152043868E-04
     3.00781250  0.374632036255E-04
     3.07617188  0.366568565369E-04
     3.14453125  0.381115205528E-04
     3.21289062  0.372645990865E-04
     3.28125000  0.387639847759E-04
     3.34960938  0.378943150281E-04
     3.41796875  0.394341041101E-04
     3.48632812  0.385317434848E-04
     3.55468750  0.401114666602E-04
     3.62304688  0.391670801037E-04
     3.69140625  0.407875995734E-04
     3.75976562  0.398109441448E-04
     3.82812500  0.414665992139E-04
     3.89648438  0.404473030358E-04
     3.96484375  0.421656368417E-04
     4.03320312  0.411098444602E-04
     4.10156250  0.428569001087E-04
     4.16992188  0.417624396505E-04
     4.23828125  0.435710389866E-04
     4.30664062  0.424282188760E-04
     4.37500000  0.442778255092E-04
     4.44335938  0.430876170867E-04
     4.51171875  0.450110237580E-04
     4.58007812  0.437956041424E-04
     4.64843750  0.457535643363E-04
     4.71679688  0.444443467131E-04
     4.78515625  0.464631048089E-04
     4.85351562  0.451191699540E-04
     4.92187500  0.472235988127E-04
     4.99023438  0.458424074168E-04
     5.05859375  0.480351300212E-04
     5.12695312  0.465906268801E-04
     5.19531250  0.488335354021E-04
     5.26367188  0.473213185614E-04
     5.33203125  0.496556822327E-04
     5.40039062  0.480865492136E-04
     5.46875000  0.505123825860E-04
     5.53710938  0.488529767608E-04
     5.60546875  0.513372979185E-04
     5.67382812  0.495989988849E-04
     5.74218750  0.522175869264E-04
     5.81054688  0.504361232743E-04
     5.87890625  0.531805344508E-04
     5.94726562  0.513227314514E-04
     6.01562500  0.541920671822E-04
     6.08398438  0.522483678651E-04
     6.15234375  0.552576057089E-04
     6.22070312  0.532377962372E-04
     6.28906250  0.564013680560E-04
     6.35742188  0.542734087503E-04
     6.42578125  0.575957819819E-04
     6.49414062  0.553621612198E-04
     6.56250000  0.588835537201E-04
     6.63085938  0.565700684092E-04
     6.69921875  0.603208682151E-04
     6.76757812  0.579050392844E-04
     6.83593750  0.619317361270E-04
     6.90429688  0.594569792156E-04
     6.97265625  0.638269557385E-04
