     0.00000000 -0.965127139352E-03  0.286521855742E-02 -0.354449660517E-02  0.279750139453E-02 -0.181184383109E-02  0.157063803636E-02  0.138040195452E-03 -0.599673308898E-03  0.165223842487E-02 -0.131161930040E-02  0.218462035991E-02 -0.234990543686E-02  0.162473856471E-02  0.103534752270E-03 -0.516680534929E-03  0.168008415494E-02 -0.118231866509E-02  0.141325651202E-02 -0.120600445371E-03  0.902715488337E-03
     0.06835938 -0.388352957089E-03  0.303281727247E-02 -0.454395171255E-02  0.287054828368E-02 -0.179249420762E-02  0.144143425860E-02 -0.569927105971E-04 -0.696116418112E-03  0.172685272992E-02 -0.163663993590E-02  0.223322235979E-02  0.725752179278E-04  0.261065596715E-02  0.327594985720E-03 -0.436399714090E-04  0.236091297120E-02 -0.127245951444E-02  0.106459402014E-02  0.440876261564E-03  0.640762853436E-03
     0.13671875 -0.841702509206E-03  0.290503306314E-02 -0.885031069629E-03  0.292371492833E-02 -0.226396787912E-02  0.185500003863E-02  0.257239269558E-03 -0.827289535664E-03  0.181229831651E-02 -0.125664914958E-02  0.198510428891E-02  0.141196127515E-03  0.323503790423E-02  0.200381720788E-03 -0.202183189685E-03  0.229987455532E-02 -0.128614285495E-02  0.105482595973E-02  0.145419803448E-02  0.929263653234E-03
     0.20507812 -0.325924105709E-03  0.286650191993E-02 -0.452251377283E-03  0.299778720364E-02 -0.291616213508E-02  0.117438379675E-02 -0.261546229012E-04 -0.310586707201E-03  0.185384496581E-02 -0.172099249903E-02  0.219355733134E-02 -0.581930391490E-03  0.902484403923E-03  0.400881457608E-03  0.183715004823E-03  0.166908209212E-02 -0.124458549544E-02  0.124784058426E-02  0.914793985430E-03  0.741300638765E-03
     0.27343750 -0.800906796940E-03  0.249272119254E-02 -0.139701983426E-02  0.314111937769E-02 -0.218314188533E-02  0.167088711169E-02  0.117442948977E-03 -0.755968561862E-03  0.193409540225E-02 -0.130853825249E-02  0.204579113051E-02 -0.115652743261E-02  0.496242173540E-04  0.283925532131E-03 -0.765057920944E-04  0.166849093512E-02 -0.135071156546E-02  0.952049216721E-03 -0.232390407473E-02  0.103045057040E-02
     0.34179688 -0.274139427347E-03  0.295612774789E-02 -0.267154606991E-02  0.291790487245E-02 -0.208904617466E-02  0.934262585361E-03 -0.155404832185E-04 -0.815283390693E-03  0.199468410574E-02 -0.178810628131E-02  0.224959151819E-02 -0.112089351751E-02 -0.189407321159E-03  0.451236846857E-03  0.302267199004E-04  0.130869634449E-02 -0.124207534827E-02  0.125214585569E-02 -0.263989111409E-02  0.801320071332E-03
     0.41015625 -0.764716009144E-03  0.294682360254E-02 -0.142427044921E-02  0.329995411448E-02 -0.164994492661E-02  0.141675374471E-02  0.295186091535E-04  0.261199369561E-03  0.201043696143E-02 -0.126800534781E-02  0.207897834480E-02 -0.182256672997E-02  0.274122197879E-03  0.501951551996E-03 -0.210127123864E-03  0.144363369327E-02 -0.142541097011E-02  0.928939494770E-03 -0.224890629761E-02  0.943418010138E-03
     0.47851562  0.474669534015E-03  0.244749221019E-02 -0.269621936604E-02  0.305379903875E-02 -0.177112245001E-02  0.100888998713E-02 -0.592603289988E-03 -0.571735494304E-03  0.216042995453E-02 -0.167335371953E-02  0.227618264034E-02 -0.102247297764E-02  0.221764319576E-03 -0.732739048544E-03  0.208779194509E-03  0.119726592675E-02 -0.130236090627E-02  0.120759347919E-02 -0.137197470758E-02  0.975903938524E-03
     0.54687500  0.129189179279E-02  0.260466826148E-02 -0.223143934272E-02  0.336999911815E-02 -0.174786406569E-02  0.122288009152E-02 -0.252583471593E-03  0.389545864891E-03  0.210573757067E-02 -0.126223440748E-02  0.208969507366E-02 -0.223449920304E-02  0.772068160586E-03 -0.117218284868E-02 -0.215524778469E-03  0.139130442403E-02 -0.147398642730E-02  0.994266010821E-03 -0.145898119081E-02  0.978550757281E-03
     0.61523438 -0.115259923041E-02  0.331584224477E-02 -0.213893339969E-02  0.319086899981E-02 -0.161162903532E-02  0.791317783296E-03 -0.442070217105E-03  0.921424361877E-03  0.273180240765E-02 -0.185918458737E-02  0.226548174396E-02  0.318788079312E-03  0.541584508028E-03  0.749919912778E-03  0.247908988968E-03  0.108996068593E-02 -0.922531588003E-03  0.130977691151E-02 -0.118885899428E-02  0.951343623456E-03
