     0.00000000  0.135159007186E-04 -0.931243357627E-05 -0.469548967885E-05  0.177292658918E-04  0.230125770031E-04  0.371938403987E-05 -0.908013043954E-05  0.265060111815E-05  0.197441440832E-04  0.156426685862E-04 -0.251843880505E-05 -0.649074127068E-05  0.855576854519E-05  0.185212320503E-04  0.833798185340E-05 -0.549253809368E-05 -0.209273571272E-05  0.124323769342E-04  0.149497964230E-04  0.226218594435E-05 -0.589950468566E-05  0.256369253293E-05  0.136958042276E-04  0.102321964732E-04 -0.199849660021E-05 -0.416476314058E-05  0.646910666546E-05  0.128629762912E-04  0.528921373188E-05 -0.403107924285E-05 -0.115430214009E-05  0.898888174561E-05  0.104145083242E-04  0.112433144750E-05 -0.423411256634E-05  0.211835299524E-05  0.100127153928E-04  0.707755816620E-05 -0.173814191839E-05 -0.285706141767E-05  0.500490887134E-05  0.941469079407E-05  0.364888342119E-05 -0.320878393723E-05 -0.626566304618E-06  0.693002039043E-05  0.764021388022E-05  0.562893433198E-06 -0.321259472003E-05  0.185433293609E-05
     0.06835938  0.134668243845E-04 -0.892879324965E-05 -0.471659814139E-05  0.180801325769E-04  0.230788264162E-04  0.397742087443E-05 -0.948749311647E-05  0.288114961222E-05  0.200925769605E-04  0.156107398652E-04 -0.253557982433E-05 -0.640796179141E-05  0.884938981471E-05  0.187359401025E-04  0.828798511066E-05 -0.573849320062E-05 -0.208076630770E-05  0.124550551845E-04  0.151593212649E-04  0.222007633965E-05 -0.591076059209E-05  0.256628936768E-05  0.137915985761E-04  0.103065367512E-04 -0.201405532607E-05 -0.408975529353E-05  0.646769649393E-05  0.129152340378E-04  0.540668952453E-05 -0.418301760874E-05 -0.113519729439E-05  0.914364682103E-05  0.105127701318E-04  0.118296918572E-05 -0.424931704401E-05  0.224633618018E-05  0.100740435300E-04  0.719266836313E-05 -0.178058098754E-05 -0.291636843031E-05  0.508543053002E-05  0.951919082581E-05  0.361681168215E-05 -0.320858953273E-05 -0.639999086616E-06  0.698874237059E-05  0.768009522290E-05  0.497081487083E-06 -0.325771407006E-05  0.185345550108E-05
     0.13671875  0.133320545501E-04 -0.953287781158E-05 -0.484401743961E-05  0.179291109816E-04  0.232071251958E-04  0.364391348739E-05 -0.929397265281E-05  0.261329682871E-05  0.199426503968E-04  0.157547474373E-04 -0.265621360995E-05 -0.666324240228E-05  0.863523200678E-05  0.187076639122E-04  0.837052539282E-05 -0.564058200325E-05 -0.217589968088E-05  0.125500928334E-04  0.150625537572E-04  0.220049196287E-05 -0.602822274232E-05  0.254412611866E-05  0.138365821840E-04  0.102977774077E-04 -0.210097960007E-05 -0.428400426244E-05  0.653017150398E-05  0.129678628582E-04  0.532034027856E-05 -0.415051454183E-05 -0.121802315789E-05  0.908851507120E-05  0.105027702375E-04  0.109490201794E-05 -0.437076823800E-05  0.209596805689E-05  0.101156483652E-04  0.712390828994E-05 -0.180717461262E-05 -0.292791537504E-05  0.505045954924E-05  0.949895274971E-05  0.365545179193E-05 -0.328807618644E-05 -0.679332231357E-06  0.699899328538E-05  0.770065798861E-05  0.530661850462E-06 -0.330541706717E-05  0.184713724138E-05
     0.20507812  0.134691963467E-04 -0.932047259994E-05 -0.485368400405E-05  0.182847470569E-04  0.232533093367E-04  0.390271407014E-05 -0.970963264990E-05  0.285076384898E-05  0.202914307010E-04  0.157104313985E-04 -0.266070037469E-05 -0.657584587316E-05  0.891702893568E-05  0.189165602933E-04  0.831615489005E-05 -0.588768716625E-05 -0.215437785300E-05  0.125721944642E-04  0.152793872985E-04  0.215327850128E-05 -0.605007744525E-05  0.256141197497E-05  0.139235626193E-04  0.103804040918E-04 -0.210198209061E-05 -0.418672334490E-05  0.653667393635E-05  0.130505777634E-04  0.544391923540E-05 -0.430565114584E-05 -0.119370179164E-05  0.923386778595E-05  0.105973540485E-04  0.117158435842E-05 -0.437346898252E-05  0.223104939323E-05  0.101758314486E-04  0.724002120478E-05 -0.185344083548E-05 -0.299512657875E-05  0.512716724188E-05  0.960392208071E-05  0.362635273632E-05 -0.329765589413E-05 -0.690143849624E-06  0.705903130438E-05  0.773902229412E-05  0.471127918900E-06 -0.334287688020E-05  0.185642534234E-05
     0.27343750  0.134965657708E-04 -0.981669381872E-05 -0.497688188261E-05  0.181267660082E-04  0.233805385506E-04  0.356507666766E-05 -0.952993377723E-05  0.259518310486E-05  0.201382790692E-04  0.158466536959E-04 -0.277605590782E-05 -0.683373809807E-05  0.869751147548E-05  0.188677568076E-04  0.840309894556E-05 -0.580653386351E-05 -0.224734640142E-05  0.126618324430E-04  0.151990689119E-04  0.214828992284E-05 -0.618017111265E-05  0.253934831562E-05  0.139709291034E-04  0.103735810626E-04 -0.218695095100E-05 -0.438146071247E-05  0.658275439491E-05  0.131046990646E-04  0.535212848263E-05 -0.426330052505E-05 -0.126867246308E-05  0.917139368539E-05  0.105857234303E-04  0.107826474505E-05 -0.448156515631E-05  0.208287974601E-05  0.102158855952E-04  0.717208558854E-05 -0.188086028174E-05 -0.300918441098E-05  0.508534685650E-05  0.958101463766E-05  0.365399046132E-05 -0.338126596944E-05 -0.725947757019E-06  0.706567743691E-05  0.776280649006E-05  0.507896288582E-06 -0.338188033311E-05  0.184669977443E-05
     0.34179688  0.135901655085E-04 -0.939641813602E-05 -0.498668714499E-05  0.184699310921E-04  0.234423496295E-04  0.382082180295E-05 -0.995747268462E-05  0.284344719148E-05  0.204903208214E-04  0.158153889060E-04 -0.280084191218E-05 -0.674205739415E-05  0.898286907614E-05  0.190659757209E-04  0.834696402308E-05 -0.606632147537E-05 -0.222642233894E-05  0.126786326291E-04  0.154184508574E-04  0.213131374949E-05 -0.621261187916E-05  0.255017698692E-05  0.140474166983E-04  0.104574637589E-04 -0.218773243432E-05 -0.429887450082E-05  0.657919235891E-05  0.131675478769E-04  0.546080491404E-05 -0.441535257778E-05 -0.124345933727E-05  0.931782051339E-05  0.107005653263E-04  0.114066097012E-05 -0.448361697636E-05  0.222412677431E-05  0.102728017737E-04  0.729349449102E-05 -0.192473976313E-05 -0.307634991259E-05  0.516026648256E-05  0.968682434177E-05  0.359767682312E-05 -0.337739675160E-05 -0.733991441848E-06  0.712114615453E-05  0.780110167398E-05  0.449314740081E-06 -0.341729810316E-05  0.185443389000E-05
     0.41015625  0.135382797453E-04 -0.100107308754E-04 -0.510807876708E-05  0.183060874406E-04  0.235864008573E-04  0.348334197042E-05 -0.976838327915E-05  0.258319232671E-05  0.203411655093E-04  0.159711107699E-04 -0.293678567687E-05 -0.699095380696E-05  0.876459580468E-05  0.190311293409E-04  0.842645749799E-05 -0.598790984441E-05 -0.232258571486E-05  0.127716466523E-04  0.153078271978E-04  0.212196573557E-05 -0.633570107311E-05  0.252307518167E-05  0.140974525493E-04  0.104609334812E-04 -0.227045097745E-05 -0.450749621450E-05  0.663514720145E-05  0.132163813760E-04  0.535159324500E-05 -0.438087545263E-05 -0.131834110562E-05  0.926188749872E-05  0.106901197796E-04  0.104293656022E-05 -0.459464672531E-05  0.208708047467E-05  0.103060983747E-04  0.722856520952E-05 -0.195042480300E-05 -0.308681751449E-05  0.511791949975E-05  0.968214590102E-05  0.364653465112E-05 -0.345769058185E-05 -0.770080987422E-06  0.713003737474E-05  0.782606275607E-05  0.487056126985E-06 -0.346058845935E-05  0.185259477803E-05
     0.47851562  0.136265616675E-04 -0.980648383120E-05 -0.506514334120E-05  0.186552242667E-04  0.236575979216E-04  0.375207559955E-05 -0.101947116491E-04  0.282485484604E-05  0.206999811780E-04  0.159400024131E-04 -0.295889412882E-05 -0.689196576786E-05  0.904452645045E-05  0.192546212929E-04  0.837051084090E-05 -0.624056883680E-05 -0.229856800615E-05  0.127915463963E-04  0.155248817464E-04  0.205715491575E-05 -0.635174819763E-05  0.253616212831E-05  0.141958644235E-04  0.105485814856E-04 -0.228565886573E-05 -0.442646705778E-05  0.662520506012E-05  0.132869727167E-04  0.546441060578E-05 -0.453828533864E-05 -0.129211753119E-05  0.940818608797E-05  0.107860414573E-04  0.110361804673E-05 -0.459678631159E-05  0.223321580961E-05  0.103632419268E-04  0.734805962566E-05 -0.199782675736E-05 -0.315410329677E-05  0.518730939802E-05  0.979717970040E-05  0.363153731087E-05 -0.347162608705E-05 -0.775512546625E-06  0.718454475646E-05  0.787345834397E-05  0.428258516649E-06 -0.350293089468E-05  0.186686713732E-05
     0.54687500  0.135811687869E-04 -0.105127828647E-04 -0.521261517861E-05  0.184819054994E-04  0.238021821133E-04  0.341015834238E-05 -0.100035467767E-04  0.255265217675E-05  0.205454562092E-04  0.160857980518E-04 -0.308923540615E-05 -0.715004034646E-05  0.881552114151E-05  0.192227853404E-04  0.844812620926E-05 -0.614557120571E-05 -0.239754808717E-05  0.128772699099E-04  0.154388981173E-04  0.202804403671E-05 -0.648175091555E-05  0.251526444117E-05  0.142424960359E-04  0.105369636003E-04 -0.238420489040E-05 -0.462699927084E-05  0.667254471409E-05  0.133492812893E-04  0.536944435225E-05 -0.450278685094E-05 -0.137151391755E-05  0.933188766794E-05  0.107710748125E-04  0.100251509139E-05 -0.468953703603E-05  0.207901075555E-05  0.103998381746E-04  0.727996803107E-05 -0.203142030841E-05 -0.319068362842E-05  0.515089323017E-05  0.977882882580E-05  0.367861139239E-05 -0.355876568392E-05 -0.805063564258E-06  0.718481351214E-05  0.790712238086E-05  0.481647191464E-06 -0.354512599188E-05  0.184539783277E-05
     0.61523438  0.136380131153E-04 -0.101220057331E-04 -0.533772072231E-05  0.188185422303E-04  0.238674692810E-04  0.367084771824E-05 -0.104289565570E-04  0.279911387224E-05  0.209031131817E-04  0.160539584613E-04 -0.311419034915E-05 -0.706291848473E-05  0.910475864657E-05  0.194452259166E-04  0.838194137032E-05 -0.641060341877E-05 -0.238415191234E-05  0.128997480715E-04  0.156847163453E-04  0.198296902454E-05 -0.651448772260E-05  0.252852896665E-05  0.143277202369E-04  0.106164807221E-04 -0.239212886299E-05 -0.453882648799E-05  0.666557161821E-05  0.134256861202E-04  0.548412390344E-05 -0.465517950943E-05 -0.135711172788E-05  0.947416174313E-05  0.108769136205E-04  0.107115363335E-05 -0.467386234959E-05  0.221761979446E-05  0.104582704807E-04  0.739827100915E-05 -0.207781545214E-05 -0.326495728586E-05  0.522886512044E-05  0.988721876638E-05  0.364385687135E-05 -0.356988198291E-05 -0.808998493085E-06  0.723616403775E-05  0.794079187472E-05  0.434664798377E-06 -0.359273917638E-05  0.184397515568E-05
