     0.00000000  0.287265665975E-04  0.356868622475E-04  0.533103266207E-04  0.511691068823E-04  0.307689151668E-04  0.210429534491E-04  0.331566734530E-04  0.449004801339E-04  0.359148907592E-04  0.187965924852E-04  0.177450638148E-04  0.313893942803E-04  0.363450817531E-04  0.238108168560E-04  0.123520585475E-04  0.175327422767E-04  0.292758977594E-04  0.279475934803E-04  0.150209853018E-04  0.962981812336E-05  0.184460877790E-04  0.262887133431E-04  0.203041781788E-04  0.929681937123E-05  0.944549537962E-05  0.191049730347E-04  0.222533326451E-04  0.136870185088E-04  0.629318628853E-05  0.105867766251E-04  0.189500315173E-04  0.178540431079E-04  0.878960690898E-05  0.540668816029E-05  0.121027787827E-04  0.176009525603E-04  0.130772568809E-04  0.537175583304E-05  0.595073925069E-05  0.131545057229E-04  0.152658849402E-04  0.887463556865E-05  0.362818832400E-05  0.717735474609E-05  0.133692892632E-04  0.122319634102E-04  0.553832114747E-05  0.329119347953E-05  0.860700311023E-05  0.126366012410E-04
     0.06835938  0.288367737085E-04  0.352560746251E-04  0.530052311660E-04  0.509738529217E-04  0.301062154904E-04  0.202970659302E-04  0.328271526087E-04  0.444921097369E-04  0.355858901457E-04  0.186725446838E-04  0.178148002306E-04  0.313988384733E-04  0.362322534784E-04  0.237444746745E-04  0.122390538309E-04  0.176989669853E-04  0.294422516163E-04  0.280363383354E-04  0.150617015606E-04  0.960023135121E-05  0.185024455277E-04  0.263359961536E-04  0.202506325877E-04  0.931385875447E-05  0.942031783779E-05  0.190864302567E-04  0.223445240408E-04  0.137618635563E-04  0.624869107924E-05  0.105072922452E-04  0.188149315363E-04  0.176059820660E-04  0.853323672345E-05  0.522885193277E-05  0.119256392281E-04  0.174993638211E-04  0.130218650156E-04  0.523245944350E-05  0.575512422074E-05  0.130445969262E-04  0.151918347910E-04  0.880667175807E-05  0.360894682672E-05  0.716203203410E-05  0.133722551254E-04  0.122597175505E-04  0.551596031073E-05  0.333171942657E-05  0.861112766870E-05  0.126810955408E-04
     0.13671875  0.292315435217E-04  0.356068230758E-04  0.535063445568E-04  0.513445920660E-04  0.306067449856E-04  0.208588644455E-04  0.331930568791E-04  0.450842453574E-04  0.359675068466E-04  0.186548641068E-04  0.176103822014E-04  0.314688186336E-04  0.364501283912E-04  0.237994590861E-04  0.121841658256E-04  0.174784472620E-04  0.293903958664E-04  0.280355070572E-04  0.149423849507E-04  0.948797242017E-05  0.184587770491E-04  0.264113532467E-04  0.203284689633E-04  0.917513170862E-05  0.935744810704E-05  0.191885428649E-04  0.223293918680E-04  0.136719736474E-04  0.616947545495E-05  0.105584158518E-04  0.190220998775E-04  0.179115650099E-04  0.873788121680E-05  0.533284583071E-05  0.121039820442E-04  0.176923003892E-04  0.131022161440E-04  0.529917406311E-05  0.589763112657E-05  0.131924234665E-04  0.153402870637E-04  0.886774887476E-05  0.352874167220E-05  0.718952060197E-05  0.134093143060E-04  0.122885430756E-04  0.548144953427E-05  0.322496703120E-05  0.863208151713E-05  0.127041930682E-04
     0.20507812  0.287093316729E-04  0.356587333954E-04  0.532039375685E-04  0.511307880515E-04  0.299485745927E-04  0.200959784706E-04  0.328412679664E-04  0.446794911113E-04  0.356305718014E-04  0.185056942428E-04  0.176777975867E-04  0.314707176585E-04  0.363332364941E-04  0.237261428992E-04  0.120695367514E-04  0.176626617758E-04  0.295696081594E-04  0.281212742266E-04  0.149813895405E-04  0.947779972194E-05  0.185115059139E-04  0.264526152023E-04  0.202999399335E-04  0.919832018553E-05  0.934554736887E-05  0.191667404579E-04  0.224391078518E-04  0.137473434734E-04  0.610582355876E-05  0.105044082375E-04  0.188944959518E-04  0.176614612428E-04  0.848068884807E-05  0.515789179190E-05  0.119422538774E-04  0.175908262463E-04  0.130407515826E-04  0.515647980137E-05  0.571004829908E-05  0.130839007397E-04  0.152619886649E-04  0.879101298779E-05  0.350473374056E-05  0.715602845958E-05  0.134167275974E-04  0.123307081594E-04  0.545229340787E-05  0.327119505528E-05  0.862966226123E-05  0.127473294924E-04
     0.27343750  0.285632140731E-04  0.355389602191E-04  0.536973238923E-04  0.514891398780E-04  0.304644054268E-04  0.206637905649E-04  0.331995688612E-04  0.452839412901E-04  0.360147023457E-04  0.184881901077E-04  0.174689521373E-04  0.315580691677E-04  0.365796477126E-04  0.237863150687E-04  0.120283502838E-04  0.174440065166E-04  0.295241843560E-04  0.281293396256E-04  0.148544859258E-04  0.938597349887E-05  0.184625369002E-04  0.265330636466E-04  0.203879681067E-04  0.907477442524E-05  0.929111592995E-05  0.192388106370E-04  0.224653049372E-04  0.136335020215E-04  0.603774606134E-05  0.105640083348E-04  0.191260260181E-04  0.179864910024E-04  0.868618644745E-05  0.525530913364E-05  0.121255443446E-04  0.177926303877E-04  0.131267579491E-04  0.520767343914E-05  0.584740473641E-05  0.132322011268E-04  0.154050740093E-04  0.884541168489E-05  0.342653765983E-05  0.717708007869E-05  0.134592537506E-04  0.123475219880E-04  0.542254656466E-05  0.317210879075E-05  0.864808953338E-05  0.127678804347E-04
     0.34179688  0.281641969195E-04  0.348565881723E-04  0.534024402441E-04  0.512496699230E-04  0.298164923151E-04  0.198944126168E-04  0.328445603373E-04  0.448614591733E-04  0.356724449375E-04  0.183461725101E-04  0.175469940586E-04  0.315985344059E-04  0.364814186469E-04  0.237141230173E-04  0.119184596770E-04  0.176249504875E-04  0.296998150588E-04  0.282142573269E-04  0.148797225847E-04  0.937026288739E-05  0.185190019693E-04  0.265783237410E-04  0.203472209250E-04  0.911026927497E-05  0.926516258914E-05  0.192072493519E-04  0.225907224376E-04  0.137179140438E-04  0.598381848249E-05  0.104700993688E-04  0.190067585208E-04  0.177369711309E-04  0.841730343382E-05  0.506871174366E-05  0.119531005112E-04  0.176972171175E-04  0.130598700707E-04  0.506786864207E-05  0.565284244658E-05  0.131218703245E-04  0.153449673235E-04  0.877107413544E-05  0.341756549460E-05  0.714507905286E-05  0.134819856612E-04  0.123818826978E-04  0.538920721738E-05  0.322107075590E-05  0.864072899276E-05  0.128105302792E-04
     0.41015625  0.282450146187E-04  0.350582740793E-04  0.539322099939E-04  0.515997198818E-04  0.303565393551E-04  0.204761581699E-04  0.332136623911E-04  0.454560577055E-04  0.360785234079E-04  0.183255924640E-04  0.173502867256E-04  0.316911537084E-04  0.367384163837E-04  0.237675430981E-04  0.118590469356E-04  0.173940625245E-04  0.296490688925E-04  0.282199525827E-04  0.147496193676E-04  0.923765765037E-05  0.184832588275E-04  0.266597144218E-04  0.204321058845E-04  0.898172038433E-05  0.919667218113E-05  0.192813131434E-04  0.225856365432E-04  0.136342578116E-04  0.593270942773E-05  0.105044018710E-04  0.192246552615E-04  0.180494371307E-04  0.861175976752E-05  0.516862564837E-05  0.121345583466E-04  0.178991467692E-04  0.131395818244E-04  0.512945052833E-05  0.578926528760E-05  0.132725735966E-04  0.155148227350E-04  0.883816846908E-05  0.337787855642E-05  0.714570751370E-05  0.135322015922E-04  0.124117204905E-04  0.536137395102E-05  0.312701172334E-05  0.864818412083E-05  0.128318442876E-04
     0.47851562  0.279165979009E-04  0.350973459717E-04  0.535269318789E-04  0.513549821335E-04  0.297079459415E-04  0.197098415811E-04  0.328632595483E-04  0.450362313131E-04  0.357537755917E-04  0.181684572453E-04  0.174240612978E-04  0.316851146636E-04  0.366463937098E-04  0.236833620875E-04  0.117309045891E-04  0.175623354153E-04  0.298234517686E-04  0.283066638076E-04  0.147957271110E-04  0.921473838389E-05  0.185347926163E-04  0.266966490017E-04  0.203727286134E-04  0.899038968782E-05  0.917006764212E-05  0.192406096176E-04  0.226755200856E-04  0.137176657518E-04  0.588820466874E-05  0.104158734757E-04  0.190885111806E-04  0.177868460014E-04  0.834754428070E-05  0.497356995766E-05  0.119711075968E-04  0.177918991540E-04  0.130768103190E-04  0.498959843753E-05  0.558957481189E-05  0.131541837618E-04  0.154468889377E-04  0.875274145073E-05  0.338772406394E-05  0.709366986484E-05  0.135499149110E-04  0.124366006276E-04  0.533886986887E-05  0.318574416269E-05  0.863737932377E-05  0.128722012960E-04
     0.54687500  0.280488620774E-04  0.356397904397E-04  0.541274639545E-04  0.517099579156E-04  0.302370535792E-04  0.202843348234E-04  0.332367199007E-04  0.456494999526E-04  0.361526545021E-04  0.181427603820E-04  0.172110303538E-04  0.317309750244E-04  0.369059052900E-04  0.237306958297E-04  0.116835844892E-04  0.173251482920E-04  0.297585884255E-04  0.283116642095E-04  0.146824222611E-04  0.910934068088E-05  0.184799773706E-04  0.267774084932E-04  0.204401476367E-04  0.884701876203E-05  0.912358609639E-05  0.193141659111E-04  0.226728989219E-04  0.136030967042E-04  0.583530936638E-05  0.104557848317E-04  0.192932893697E-04  0.181084051292E-04  0.856003407534E-05  0.506993137606E-05  0.121611274153E-04  0.179806665983E-04  0.131716014948E-04  0.505982961840E-05  0.572799808651E-05  0.133092107717E-04  0.156024798343E-04  0.880178777152E-05  0.333136972586E-05  0.709631694917E-05  0.136097687573E-04  0.124427688206E-04  0.530965644430E-05  0.308331868837E-05  0.864891990204E-05  0.128983765535E-04
     0.61523438  0.277783183265E-04  0.351809103449E-04  0.542040615983E-04  0.514660096087E-04  0.295732261293E-04  0.194930453290E-04  0.328867208736E-04  0.452276617580E-04  0.358000543201E-04  0.179879843927E-04  0.172780055436E-04  0.317271369568E-04  0.368149558199E-04  0.236428695644E-04  0.115798393381E-04  0.175048771780E-04  0.299341591017E-04  0.283947465505E-04  0.147306927829E-04  0.910074686544E-05  0.185316403076E-04  0.268362418865E-04  0.203821327887E-04  0.887445185072E-05  0.910475228011E-05  0.192994903045E-04  0.227645414270E-04  0.136679627758E-04  0.581098038310E-05  0.103791080619E-04  0.191616836673E-04  0.178553254955E-04  0.830685803521E-05  0.488090108774E-05  0.119812993944E-04  0.178776699613E-04  0.131035922095E-04  0.492753360959E-05  0.553476229470E-05  0.132057939481E-04  0.155232701218E-04  0.871654447110E-05  0.331879073201E-05  0.705006414137E-05  0.136359331009E-04  0.124670013975E-04  0.528892587681E-05  0.311830376631E-05  0.863904369908E-05  0.129520822156E-04
