     0.00000000  0.175559580384E-04  0.152248994709E-04 -0.614672273969E-06 -0.298746249427E-05  0.405396212955E-05  0.755171549827E-05  0.307117147713E-05  0.750018273266E-06  0.273481987279E-05 -0.131001470436E-04  0.395796887460E-04 -0.167912483448E-03 -0.371665773855E-04 -0.557631246920E-04 -0.391019057133E-04 -0.196657515517E-05 -0.735861067369E-05  0.661449303152E-05 -0.335705749421E-05 -0.809525681689E-05 -0.502295188198E-05 -0.276352079709E-05  0.273517025562E-05  0.162233970968E-05  0.452699032394E-05  0.100736315289E-04 -0.410358143199E-05 -0.743921373214E-05 -0.947467196966E-05  0.372526619685E-05 -0.269043471235E-05  0.799172630650E-05 -0.135078735184E-04 -0.365310042980E-04 -0.119524011097E-03  0.135200125442E-04  0.138845389301E-04 -0.332208117015E-06 -0.203358104045E-05  0.143391972074E-06  0.413129335186E-07  0.170287910350E-05  0.137625818297E-05 -0.103508557459E-05 -0.147694947827E-05  0.280514018414E-05  0.768717382016E-05 -0.348552816831E-05  0.273985477861E-06 -0.489944831372E-07 -0.278729316960E-06 -0.800684745172E-07  0.222746123768E-06  0.167984481436E-06 -0.135028926707E-06 -0.217572207362E-06  0.284864274391E-07  0.227972790867E-06  0.845814369654E-07 -0.179362828590E-06 -0.158725868005E-06  0.104101076204E-06  0.204711611218E-06  0.367767949427E-08 -0.190200907468E-06 -0.949576275389E-07  0.131662915237E-06  0.147641458170E-06 -0.610312795857E-07 -0.171844163788E-06 -0.201326475491E-07  0.154401234909E-06  0.900381280644E-07 -0.106995109661E-06 -0.135516671662E-06  0.426499511264E-07  0.154367199912E-06  0.328252554027E-07 -0.134117911443E-06 -0.977429266413E-07
     0.04394531  0.177336660272E-04  0.153102409968E-04 -0.644567364816E-06 -0.304252262140E-05  0.403259446102E-05  0.758287751523E-05  0.308431276608E-05  0.690317335739E-06  0.281243046629E-05 -0.132438062792E-04  0.387957297789E-04 -0.162007723702E-03 -0.367163520423E-04 -0.545732946193E-04 -0.373914990632E-04 -0.100987908809E-04 -0.135123127620E-04  0.584590361541E-05 -0.421468166678E-05 -0.100157913039E-04 -0.529271528649E-05 -0.973735382104E-06  0.335278923558E-05  0.181979316949E-05  0.456269344795E-05  0.847660430736E-05 -0.436620894106E-05 -0.710709036866E-05 -0.885265399120E-05  0.513187887918E-05 -0.416279272031E-05  0.778164394433E-05 -0.149310835695E-04 -0.374741721316E-04 -0.872867531143E-04  0.362279592991E-05  0.143216238939E-04 -0.596413372023E-06 -0.198195266421E-05  0.133390372525E-06  0.333013616682E-07  0.171456883891E-05  0.138148686801E-05 -0.104739183371E-05 -0.149496520407E-05  0.281430379800E-05  0.772497514845E-05 -0.349193351212E-05  0.254894359841E-06 -0.481393023222E-07 -0.280309023992E-06 -0.813168270497E-07  0.224224137924E-06  0.169531048755E-06 -0.136122167760E-06 -0.219145547931E-06  0.288572934437E-07  0.229417096875E-06  0.847865635478E-07 -0.180645400860E-06 -0.158985287158E-06  0.105864657485E-06  0.207193124879E-06  0.420425294578E-08 -0.191672398842E-06 -0.958212780233E-07  0.132540520781E-06  0.148743140471E-06 -0.613865580590E-07 -0.173034806039E-06 -0.203043182267E-07  0.155493253828E-06  0.906122750166E-07 -0.107860657295E-06 -0.136364278092E-06  0.431767723796E-07  0.155202997121E-06  0.332286340665E-07 -0.135385761268E-06 -0.988536186242E-07
     0.08789062  0.179071375896E-04  0.153958935698E-04 -0.678884305216E-06 -0.310054451802E-05  0.402055229642E-05  0.761394858273E-05  0.309450456371E-05  0.630949784863E-06  0.280304084299E-05 -0.133727635330E-04  0.380734672945E-04 -0.155970992637E-03 -0.346097585862E-04 -0.539182656212E-04 -0.327955640387E-04 -0.150615351231E-04 -0.166587378772E-04  0.511872076459E-05 -0.492614572067E-05 -0.993609864963E-05 -0.557792145628E-05  0.148342621742E-05  0.402600426241E-05  0.153321593643E-05  0.460801129520E-05  0.625646271146E-05 -0.454648079540E-05 -0.627499957773E-05 -0.817626914795E-05  0.600429802944E-05 -0.571240116187E-05  0.776903198130E-05 -0.156225687533E-04 -0.382264843211E-04 -0.624876774964E-04 -0.136675344038E-04  0.147664995893E-04 -0.834070078781E-06 -0.192908532881E-05  0.117273557976E-06  0.277589862208E-07  0.172465149717E-05  0.138651478210E-05 -0.105925767002E-05 -0.151245978941E-05  0.282115752270E-05  0.776165234129E-05 -0.350038021679E-05  0.239771821953E-06 -0.470120227192E-07 -0.281882051922E-06 -0.824254016152E-07  0.225723923108E-06  0.171073793354E-06 -0.137225597996E-06 -0.220711157795E-06  0.292276407521E-07  0.230857608585E-06  0.849966852456E-07 -0.181922430897E-06 -0.159259059274E-06  0.107629666957E-06  0.209695343756E-06  0.472377781335E-08 -0.193161014295E-06 -0.966777520262E-07  0.133402991764E-06  0.149845988062E-06 -0.617528499447E-07 -0.174225405658E-06 -0.204822150351E-07  0.156583723765E-06  0.911879283194E-07 -0.108711816438E-06 -0.137213589824E-06  0.437613074666E-07  0.156037074817E-06  0.336340875151E-07 -0.136656097993E-06 -0.999670248802E-07
     0.13183594  0.180815368367E-04  0.154824265337E-04 -0.711118445906E-06 -0.316140244649E-05  0.401605393563E-05  0.764596370573E-05  0.309853521685E-05  0.573227509904E-06  0.276842411040E-05 -0.134645788421E-04  0.374771188945E-04 -0.148238017573E-03 -0.315099787258E-04 -0.532842423127E-04 -0.283475983451E-04 -0.165070177900E-04 -0.167327107192E-04  0.429348165198E-05 -0.587174872635E-05 -0.763392017689E-05 -0.554092548555E-05  0.428563498645E-05  0.438294364358E-05  0.897000973055E-06  0.465196080768E-05  0.289331001113E-05 -0.462084062747E-05 -0.502984130435E-05 -0.754916391088E-05  0.668359098199E-05 -0.703988962414E-05  0.786125747254E-05 -0.151765452756E-04 -0.388321022911E-04 -0.470079139632E-04 -0.363268991350E-04  0.152099637489E-04 -0.103772993043E-05 -0.187646264749E-05  0.959929522537E-07  0.234610855188E-07  0.173280045601E-05  0.139211590522E-05 -0.107126163584E-05 -0.153053190388E-05  0.282827045339E-05  0.780059872341E-05 -0.350524533133E-05  0.236312388324E-06 -0.458361490985E-07 -0.283410457769E-06 -0.834486186818E-07  0.227247127782E-06  0.172605467696E-06 -0.138348966061E-06 -0.222274778139E-06  0.296022069080E-07  0.232295917613E-06  0.852225099379E-07 -0.183191431802E-06 -0.159548960710E-06  0.109396182779E-06  0.212210665040E-06  0.523934051699E-08 -0.194656593067E-06 -0.975278595661E-07  0.134232081450E-06  0.150951748878E-06 -0.621384401711E-07 -0.175418307435E-06 -0.206609378495E-07  0.157676623758E-06  0.917655285093E-07 -0.109550974514E-06 -0.138067136390E-06  0.443526175786E-07  0.156875927360E-06  0.340409833655E-07 -0.137930854294E-06 -0.101083074355E-06
     0.17578125  0.182414587471E-04  0.155686448124E-04 -0.745246211409E-06 -0.322629693983E-05  0.401620945922E-05  0.767925121181E-05  0.309802226184E-05  0.516175134635E-06  0.277117464975E-05 -0.134953615998E-04  0.370265661331E-04 -0.137491064379E-03 -0.290683747153E-04 -0.513197919645E-04 -0.254153292190E-04 -0.158662951435E-04 -0.151325939441E-04  0.328740338773E-05 -0.725770360077E-05 -0.433057766713E-05 -0.502884404341E-05  0.684486576574E-05  0.433336299466E-05  0.122676070191E-06  0.469443375550E-05 -0.158220268531E-05 -0.464133518108E-05 -0.339974599228E-05 -0.705956517777E-05  0.741071971788E-05 -0.810428991826E-05  0.796677250037E-05 -0.133814401124E-04 -0.393664777221E-04 -0.389162632928E-04 -0.608661503065E-04  0.156454425451E-04 -0.124149789826E-05 -0.182496273737E-05  0.759090568181E-07  0.195763760757E-07  0.174142314791E-05  0.139798646615E-05 -0.108443236968E-05 -0.154833503530E-05  0.283767985820E-05  0.784297844802E-05 -0.350800883098E-05  0.247363630024E-06 -0.452714097321E-07 -0.284856184862E-06 -0.844321021987E-07  0.228794732493E-06  0.174119492158E-06 -0.139496094675E-06 -0.223826475576E-06  0.299809421733E-07  0.233734311905E-06  0.854752002510E-07 -0.184440779094E-06 -0.159853399850E-06  0.111167189232E-06  0.214734868109E-06  0.575712011397E-08 -0.196153564502E-06 -0.983763612794E-07  0.135044572858E-06  0.152061588210E-06 -0.625338856253E-07 -0.176616993031E-06 -0.208356212283E-07  0.158773772796E-06  0.923468803649E-07 -0.110380710794E-06 -0.138927859439E-06  0.449362786981E-07  0.157721572691E-06  0.344488455539E-07 -0.139212133377E-06 -0.102201759944E-06
     0.21972656  0.183986121556E-04  0.156537080329E-04 -0.774415184424E-06 -0.328735131916E-05  0.401755323765E-05  0.771527993493E-05  0.310071186505E-05  0.461015332576E-06  0.281776669908E-05 -0.134684123623E-04  0.367096909031E-04 -0.122838522657E-03 -0.281086486211E-04 -0.464138429379E-04 -0.238087795879E-04 -0.145435469676E-04 -0.131500919451E-04  0.232306547332E-05 -0.878841910890E-05 -0.134244965011E-05 -0.427016448157E-05  0.830690169096E-05  0.409671611123E-05 -0.543078556348E-06  0.473631280329E-05 -0.587807289776E-05 -0.465917219117E-05 -0.904287560388E-06 -0.671605130265E-05  0.810027813714E-05 -0.898603957467E-05  0.799892768555E-05 -0.103588026832E-04 -0.399430791731E-04 -0.350596492353E-04 -0.827753174235E-04  0.160670479090E-04 -0.147637490500E-05 -0.177496531251E-05  0.618019626586E-07  0.154748338588E-07  0.175351692633E-05  0.140468807786E-05 -0.109893233002E-05 -0.156654903094E-05  0.284887073576E-05  0.788868419477E-05 -0.350047730535E-05  0.265759013018E-06 -0.458336621989E-07 -0.286259762561E-06 -0.854193231703E-07  0.230368243592E-06  0.175608505515E-06 -0.140660119996E-06 -0.225371067586E-06  0.303603115981E-07  0.235176642605E-06  0.857474518057E-07 -0.185674295494E-06 -0.160172945129E-06  0.112946345610E-06  0.217266773461E-06  0.628097263089E-08 -0.197648702738E-06 -0.992264190813E-07  0.135882615382E-06  0.153176131334E-06 -0.629089313975E-07 -0.177821661396E-06 -0.210077413243E-07  0.159872797667E-06  0.929362542479E-07 -0.111202808739E-06 -0.139798672194E-06  0.455240503072E-07  0.158573868703E-06  0.348571660425E-07 -0.140499338386E-06 -0.103322953748E-06
     0.26367188  0.185428252735E-04  0.157381382451E-04 -0.801608052825E-06 -0.334398532686E-05  0.401963689001E-05  0.775244370743E-05  0.311247458740E-05  0.407436886007E-06  0.288901651402E-05 -0.134636029543E-04  0.364939987776E-04 -0.104768354504E-03 -0.286111226160E-04 -0.369887966372E-04 -0.230634850595E-04 -0.131821880132E-04 -0.114447875603E-04  0.196075598069E-05 -0.957563406701E-05  0.797350821813E-06 -0.362013884114E-05  0.757419320507E-05  0.396746918341E-05 -0.658465069137E-06  0.478521042169E-05 -0.805431773188E-05 -0.467983591079E-05  0.272956435765E-05 -0.650626816423E-05  0.844206624606E-05 -0.977340459940E-05  0.787785666034E-05 -0.673145495966E-05 -0.406804501836E-04 -0.332160707330E-04 -0.977776871878E-04  0.164730681718E-04 -0.173971875483E-05 -0.172714953806E-05  0.524281951186E-07  0.115413598678E-07  0.176908963567E-05  0.141147017985E-05 -0.111350141196E-05 -0.158326486144E-05  0.286169597530E-05  0.793435629021E-05 -0.349268066202E-05  0.282383496142E-06 -0.471101166966E-07 -0.287794193810E-06 -0.864329123829E-07  0.231963326769E-06  0.177066624474E-06 -0.141833126577E-06 -0.226920704449E-06  0.307367074015E-07  0.236626050309E-06  0.860220410459E-07 -0.186915627864E-06 -0.160509358693E-06  0.114735620116E-06  0.219806040036E-06  0.680514400386E-08 -0.199140188784E-06 -0.100079489584E-06  0.136757748237E-06  0.154296415644E-06 -0.632525427591E-07 -0.179030720915E-06 -0.211809165762E-07  0.160972533081E-06  0.935394268708E-07 -0.112022007670E-06 -0.140675425087E-06  0.461180071909E-07  0.159432602231E-06  0.352655504798E-07 -0.141790451380E-06 -0.104446570504E-06
     0.30761719  0.186911947821E-04  0.158241036843E-04 -0.822881304430E-06 -0.339584062203E-05  0.402098658014E-05  0.778967205406E-05  0.313078476211E-05  0.355353648729E-06  0.296646521747E-05 -0.135943837449E-04  0.363439467037E-04 -0.851313379826E-04 -0.304696350213E-04 -0.220352612814E-04 -0.227488253586E-04 -0.119406813610E-04 -0.102981457530E-04  0.285876149064E-05 -0.882558197191E-05  0.213383054870E-05 -0.324166239807E-05  0.429376768807E-05  0.404061302106E-05  0.385883708987E-06  0.486335511596E-05 -0.747605190554E-05 -0.468457437819E-05  0.636278764432E-05 -0.646136186333E-05  0.833440753922E-05 -0.105171920950E-04  0.755241171646E-05 -0.351468565896E-05 -0.416771836171E-04 -0.325275977957E-04 -0.103015066998E-03  0.168617389136E-04 -0.199867690753E-05 -0.168162159753E-05  0.446739605309E-07  0.817256395891E-08  0.178431719178E-05  0.141789280406E-05 -0.112730003821E-05 -0.159887133577E-05  0.287494867734E-05  0.797989105195E-05 -0.348143839801E-05  0.293722649758E-06 -0.482698290227E-07 -0.289597068104E-06 -0.874494858749E-07  0.233567433838E-06  0.178491490033E-06 -0.143008236364E-06 -0.228477830433E-06  0.311090673222E-07  0.238082321857E-06  0.862966729187E-07 -0.188180365512E-06 -0.160859173093E-06  0.116535595396E-06  0.222350692525E-06  0.732174498808E-08 -0.200627056302E-06 -0.100936169645E-06  0.137653287879E-06  0.155424132231E-06 -0.635816164163E-07 -0.180243048931E-06 -0.213574811170E-07  0.162075338039E-06  0.941517015463E-07 -0.112845029321E-06 -0.141542244592E-06  0.466746676864E-07  0.160297801699E-06  0.356736329366E-07 -0.143084321280E-06 -0.105572489417E-06
     0.35156250  0.188400154002E-04  0.159107057698E-04 -0.849780064982E-06 -0.344844033862E-05  0.402273417421E-05  0.782510232966E-05  0.315255351779E-05  0.300969219325E-06  0.304160812448E-05 -0.138882505780E-04  0.362252576451E-04 -0.658313510939E-04 -0.341533195751E-04 -0.269248221230E-05 -0.223291026487E-04 -0.108981557787E-04 -0.990034004644E-05  0.534262881047E-05 -0.673899057801E-05  0.287116176878E-05 -0.310016139338E-05 -0.292002198421E-06  0.414680243921E-05  0.283445365312E-05  0.500106079926E-05 -0.523428252563E-05 -0.465287121187E-05  0.833506601339E-05 -0.654882114759E-05  0.802413069323E-05 -0.112265943244E-04  0.703802879798E-05 -0.163442996381E-05 -0.429884385085E-04 -0.324991997331E-04 -0.974496870185E-04  0.172336131072E-04 -0.220901961256E-05 -0.163578579304E-05  0.365568837424E-07  0.627938412379E-08  0.179555263458E-05  0.142163310102E-05 -0.114079693958E-05 -0.161252717135E-05  0.288938304038E-05  0.802433896752E-05 -0.347621335095E-05  0.300670848219E-06 -0.489167994999E-07 -0.291612394676E-06 -0.884347670649E-07  0.235173644114E-06  0.179881183726E-06 -0.144179367112E-06 -0.230034515880E-06  0.314763575204E-07  0.239541208202E-06  0.865782183723E-07 -0.189465183098E-06 -0.161217101891E-06  0.118345553801E-06  0.224898187184E-06  0.783188358611E-08 -0.202108381586E-06 -0.101796572949E-06  0.138552749718E-06  0.156559622155E-06 -0.639126724877E-07 -0.181458105430E-06 -0.215396447345E-07  0.163179848300E-06  0.947522380557E-07 -0.113678339630E-06 -0.142391272107E-06  0.471524757018E-07  0.161170063961E-06  0.360810794575E-07 -0.144380550182E-06 -0.106700596803E-06
     0.39550781  0.189991224033E-04  0.160007675731E-04 -0.882072640707E-06 -0.350073992195E-05  0.402393607146E-05  0.785947486293E-05  0.317738681588E-05  0.243302139324E-06  0.310732730213E-05 -0.142061071529E-04  0.361090787919E-04 -0.486427197757E-04 -0.409793610743E-04  0.153550536197E-04 -0.212615159398E-04 -0.101173436633E-04 -0.103943348222E-04  0.883912071004E-05 -0.424017798650E-05  0.323943481817E-05 -0.309388246933E-05 -0.445846671937E-05  0.406756498705E-05  0.617525029156E-05  0.521592710356E-05 -0.268346616394E-05 -0.455005738331E-05  0.822508263809E-05 -0.661643707645E-05  0.779825313657E-05 -0.118821226351E-04  0.644516558168E-05 -0.146869729178E-05 -0.445112782472E-04 -0.323712847603E-04 -0.819013293949E-04  0.175887580554E-04 -0.233965965890E-05 -0.158658247074E-05  0.281401018043E-07  0.550353540518E-08  0.180265351446E-05  0.142210694776E-05 -0.115475961593E-05 -0.162683534199E-05  0.290349180432E-05  0.806962452771E-05 -0.347034756487E-05  0.305291223412E-06 -0.491032032812E-07 -0.293701305054E-06 -0.893515021971E-07  0.236783577634E-06  0.181234469210E-06 -0.145344941416E-06 -0.231578226817E-06  0.318327160187E-07  0.241000464030E-06  0.868720206881E-07 -0.190759479324E-06 -0.161580331337E-06  0.120163761608E-06  0.227448026635E-06  0.833956370627E-08 -0.203583667258E-06 -0.102660621337E-06  0.139448175673E-06  0.157699531655E-06 -0.642500168624E-07 -0.182675520932E-06 -0.217278390835E-07  0.164278603165E-06  0.953302290441E-07 -0.114527715311E-06 -0.143233819472E-06  0.475754760032E-07  0.162050184827E-06  0.364874317427E-07 -0.145679138086E-06 -0.107830793183E-06
