     0.00000000  0.266867609753E-04  0.197816698346E-04  0.106941815829E-04  0.100688330349E-04  0.178250647878E-04  0.196311411855E-04  0.133108560476E-04  0.716279919288E-05  0.110460496217E-04  0.163581553352E-04  0.165972851391E-04  0.101788709799E-04  0.675027558827E-05  0.107660589492E-04  0.147748551171E-04  0.116116425488E-04  0.632653109278E-05  0.660186469759E-05  0.111991184895E-04  0.121891443996E-04  0.815478324512E-05  0.502131661051E-05  0.672248825140E-05  0.108310550786E-04  0.987908424577E-05  0.592475134908E-05  0.445773503088E-05  0.733926253815E-05  0.988096326182E-05  0.756198505769E-05  0.395745610149E-05  0.457280157207E-05  0.775348053139E-05  0.832066052681E-05  0.535095477971E-05  0.317062244903E-05  0.515120291311E-05  0.763873140386E-05  0.714789985068E-05  0.364202901437E-05  0.296978578262E-05  0.519989725944E-05  0.719106310498E-05  0.525367249793E-05  0.250965263149E-05  0.312706242767E-05  0.546940873392E-05  0.638506980977E-05  0.379157836505E-05  0.241903921960E-05
     0.06835938  0.227761192946E-04  0.192679308384E-04  0.105932476799E-04  0.114097974802E-04  0.180949609785E-04  0.206547192647E-04  0.139698468047E-04  0.827253370517E-05  0.106355546450E-04  0.169781178556E-04  0.149671122927E-04  0.795112919150E-05  0.694046775607E-05  0.112462430479E-04  0.154332392412E-04  0.122268793348E-04  0.578179515287E-05  0.643752400720E-05  0.113013093141E-04  0.129425270643E-04  0.843340876600E-05  0.440975463789E-05  0.685951272317E-05  0.112215493573E-04  0.106636180135E-04  0.535330809726E-05  0.376914567823E-05  0.776465731178E-05  0.103659795059E-04  0.784415351518E-05  0.406593562730E-05  0.397238136429E-05  0.775192438596E-05  0.924966843741E-05  0.556858594791E-05  0.276837795354E-05  0.449118715551E-05  0.778447156335E-05  0.733150091037E-05  0.389084289054E-05  0.262291382569E-05  0.560118542126E-05  0.741723033570E-05  0.570481915929E-05  0.289872264148E-05  0.303872252516E-05  0.588243210586E-05  0.651676782581E-05  0.408699634136E-05  0.218312675315E-05
     0.13671875  0.267960840574E-04  0.198000670935E-04  0.106249344753E-04  0.958160944720E-05  0.180379574886E-04  0.197925692191E-04  0.134318861456E-04  0.672782698530E-05  0.109013126348E-04  0.163473760040E-04  0.162696233019E-04  0.101694586192E-04  0.645057252768E-05  0.109605598482E-04  0.147505643326E-04  0.114953691082E-04  0.625957636657E-05  0.654343830320E-05  0.112273792183E-04  0.120605927805E-04  0.819962951937E-05  0.478387892144E-05  0.679417325955E-05  0.110213622975E-04  0.100994839158E-04  0.593503773416E-05  0.430771888205E-05  0.732759917810E-05  0.981946413958E-05  0.755017981646E-05  0.383871065424E-05  0.473940008305E-05  0.780663140176E-05  0.842103963805E-05  0.525652967553E-05  0.319035189023E-05  0.513306304128E-05  0.761542241889E-05  0.702745410308E-05  0.370837165065E-05  0.296287953461E-05  0.516406316819E-05  0.718823457646E-05  0.526487792740E-05  0.249804543273E-05  0.309772531182E-05  0.553451582164E-05  0.635964715912E-05  0.376716707251E-05  0.223154461310E-05
     0.20507812  0.228631633945E-04  0.192643910850E-04  0.104985319922E-04  0.112876450657E-04  0.186424495041E-04  0.208117853617E-04  0.138896948556E-04  0.808686581877E-05  0.105525741674E-04  0.169386876223E-04  0.147999990077E-04  0.786626515037E-05  0.657260852677E-05  0.113661217256E-04  0.154414847202E-04  0.119357391668E-04  0.578805247642E-05  0.641181713945E-05  0.111803892651E-04  0.129272393679E-04  0.835084938444E-05  0.424313611802E-05  0.687123383614E-05  0.113614851216E-04  0.107009736894E-04  0.527516749571E-05  0.373411535293E-05  0.771125542087E-05  0.103806569314E-04  0.782317511039E-05  0.395731467506E-05  0.399952432417E-05  0.779290348873E-05  0.925654512685E-05  0.563221738048E-05  0.278498441730E-05  0.448786659035E-05  0.788910165284E-05  0.722584536561E-05  0.391149478673E-05  0.260697925114E-05  0.556224131287E-05  0.741677467886E-05  0.573321131014E-05  0.287569264401E-05  0.302150783682E-05  0.592395417698E-05  0.650604260954E-05  0.407600282415E-05  0.204866046261E-05
     0.27343750  0.269278007181E-04  0.198280959012E-04  0.105193512354E-04  0.944271596381E-05  0.183569954970E-04  0.199830083147E-04  0.133087751237E-04  0.703298564986E-05  0.108440244730E-04  0.166425779753E-04  0.162437081599E-04  0.101208815977E-04  0.616484021521E-05  0.110471728476E-04  0.148434137373E-04  0.112872858153E-04  0.628344105280E-05  0.649552293908E-05  0.110091923489E-04  0.121261591630E-04  0.812383132143E-05  0.474980333820E-05  0.692616367814E-05  0.110196087917E-04  0.100794031823E-04  0.593228605794E-05  0.426618498750E-05  0.731620730221E-05  0.984834423434E-05  0.750007166062E-05  0.368171436094E-05  0.469136375614E-05  0.784927669883E-05  0.830496992421E-05  0.535000526725E-05  0.318284560308E-05  0.507853610543E-05  0.769638154452E-05  0.698752774042E-05  0.369540248357E-05  0.294543019663E-05  0.512068254466E-05  0.718602814231E-05  0.534591890755E-05  0.249215349868E-05  0.308028347717E-05  0.555542328584E-05  0.637584025753E-05  0.375121089746E-05  0.218158243115E-05
     0.34179688  0.229519155255E-04  0.193044197658E-04  0.104162099888E-04  0.110363744170E-04  0.183294523595E-04  0.209294921660E-04  0.137717224789E-04  0.833175818116E-05  0.105355265987E-04  0.174878296093E-04  0.149265842992E-04  0.784501844464E-05  0.647415890853E-05  0.114938275146E-04  0.155270590767E-04  0.118028110592E-04  0.583905739404E-05  0.629922760709E-05  0.111470972115E-04  0.133283774630E-04  0.837041443447E-05  0.425114285463E-05  0.704166450305E-05  0.112580592031E-04  0.107341093099E-04  0.541747658644E-05  0.368227119907E-05  0.771951818024E-05  0.104651198853E-04  0.783845916885E-05  0.385598468711E-05  0.395061806557E-05  0.788761008153E-05  0.921306764212E-05  0.568983932681E-05  0.274557442026E-05  0.436507798440E-05  0.789920159150E-05  0.723031598682E-05  0.389344995710E-05  0.250571133620E-05  0.561509614272E-05  0.744394401408E-05  0.580101641390E-05  0.294196229333E-05  0.301627687804E-05  0.594303355683E-05  0.652395192446E-05  0.402884143114E-05  0.203455215342E-05
     0.41015625  0.270341097348E-04  0.198322431970E-04  0.104472355815E-04  0.995041227725E-05  0.176097255462E-04  0.196166183741E-04  0.132314407892E-04  0.696563756719E-05  0.108368913061E-04  0.168134174601E-04  0.164633129316E-04  0.101089362943E-04  0.636084223515E-05  0.111323124656E-04  0.148246226672E-04  0.112158677439E-04  0.636272079646E-05  0.631805869489E-05  0.114971217045E-04  0.126097411339E-04  0.819639808469E-05  0.473618592878E-05  0.675948695061E-05  0.108620324681E-04  0.100423385447E-04  0.598589076617E-05  0.428501789429E-05  0.731292493583E-05  0.998569612420E-05  0.759662088967E-05  0.369273948309E-05  0.469475708087E-05  0.796805761638E-05  0.834365346236E-05  0.538010272066E-05  0.315625879921E-05  0.508704215463E-05  0.776112847234E-05  0.703218120179E-05  0.374460591956E-05  0.271497833637E-05  0.521983474755E-05  0.722848426449E-05  0.525774839844E-05  0.250901507570E-05  0.313312966682E-05  0.555209635422E-05  0.634632624497E-05  0.372214731215E-05  0.222384369408E-05
     0.47851562  0.230541518249E-04  0.193190189748E-04  0.103287638922E-04  0.118332091006E-04  0.178744121513E-04  0.205543910852E-04  0.137602655741E-04  0.840442498884E-05  0.105025128505E-04  0.173589905899E-04  0.150632731675E-04  0.779003403295E-05  0.669066503178E-05  0.115194106911E-04  0.154756653501E-04  0.119029446068E-04  0.586491478316E-05  0.621544950263E-05  0.115934226415E-04  0.133740959427E-04  0.844231817609E-05  0.421588811150E-05  0.687015472067E-05  0.110936271085E-04  0.106316701931E-04  0.527677184436E-05  0.376564389626E-05  0.775867556513E-05  0.105306835394E-04  0.799614826974E-05  0.388853550248E-05  0.397201392843E-05  0.794574953034E-05  0.927791188587E-05  0.571371674596E-05  0.279513687929E-05  0.452075710200E-05  0.799717054178E-05  0.726796861272E-05  0.395099641537E-05  0.240560552811E-05  0.561162778467E-05  0.744729777580E-05  0.565931077290E-05  0.286075828626E-05  0.302416560771E-05  0.590579338677E-05  0.651133632346E-05  0.413337738792E-05  0.211450606002E-05
     0.54687500  0.271668668574E-04  0.198730158445E-04  0.103530974229E-04  0.989565614873E-05  0.178082245839E-04  0.196121363842E-04  0.131892575155E-04  0.726551252228E-05  0.108371023089E-04  0.167193411471E-04  0.165141809703E-04  0.997187362373E-05  0.602212685408E-05  0.111459221444E-04  0.147911086970E-04  0.116207093015E-04  0.636123149889E-05  0.631376224192E-05  0.114548101919E-04  0.124258940559E-04  0.823862501420E-05  0.463737751488E-05  0.671545831210E-05  0.108662825369E-04  0.100196803032E-04  0.590648642174E-05  0.432415026808E-05  0.748574848330E-05  0.996439393930E-05  0.770692167862E-05  0.368691394215E-05  0.458783279100E-05  0.795828509581E-05  0.839928270580E-05  0.534841910849E-05  0.321739707942E-05  0.516517320648E-05  0.780986556492E-05  0.700744431015E-05  0.364515926776E-05  0.289829358735E-05  0.524835877513E-05  0.724829442333E-05  0.518722299603E-05  0.244802299676E-05  0.296385019283E-05  0.562008017368E-05  0.640287817077E-05  0.385900011679E-05  0.214309829971E-05
     0.61523438  0.231236917898E-04  0.193309388123E-04  0.102500707726E-04  0.113708829304E-04  0.182642415893E-04  0.206210333999E-04  0.136822827699E-04  0.833798276290E-05  0.105061872091E-04  0.174526649062E-04  0.151014673975E-04  0.769623875385E-05  0.618705689703E-05  0.115701677714E-04  0.154967401613E-04  0.121600778584E-04  0.583595829085E-05  0.614604368820E-05  0.114630138341E-04  0.133165804073E-04  0.849012121762E-05  0.405788023272E-05  0.689614307703E-05  0.112003590402E-04  0.105982371679E-04  0.535202661922E-05  0.373544776266E-05  0.791339607531E-05  0.105299768620E-04  0.800663383416E-05  0.378013533009E-05  0.377570427190E-05  0.793576600699E-05  0.933010869630E-05  0.559023055757E-05  0.272956958725E-05  0.447763068223E-05  0.808150161902E-05  0.720225580153E-05  0.379783205062E-05  0.258472618953E-05  0.568981840843E-05  0.752363439460E-05  0.568273981116E-05  0.280024846688E-05  0.287881675831E-05  0.611078530710E-05  0.656665906718E-05  0.425240932600E-05  0.190146920431E-05
